地段位置或門牌,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途
珠浦西路２２號５樓,108/12/12,620.0,25.1,24.68,78.17%,公寓(5樓含以下無電梯),20.0,五層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
環島北路一段３８巷１６弄２號３樓,108/11/24,580.0,18.3,31.72,89.24%,公寓(5樓含以下無電梯),24.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門５０之３號三樓,108/11/19,500.0,18.9,26.44,79.05%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
小西門４６號二樓,108/11/10,450.0,16.3,27.57,93.78%,公寓(5樓含以下無電梯),6.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
庵前４３之５號二樓,108/11/08,310.0,21.5,14.44,86.01%,公寓(5樓含以下無電梯),4.0,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
山前６５號三樓,108/11/06,500.0,20.0,25.01,75.86%,公寓(5樓含以下無電梯),5.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
金門城２０６號二樓,108/10/29,530.0,18.7,28.32,75.00%,華廈(10層含以下有電梯),1.0,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
金門城２０６號五樓,108/10/24,493.0,17.4,28.32,75.00%,華廈(10層含以下有電梯),1.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
浴井８５號二樓,108/10/21,510.0,22.3,22.92,80.96%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
金門城３３號３樓,108/10/15,500.0,17.6,28.38,84.56%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
庵前４２之２號四樓,108/10/15,660.0,18.4,35.81,74.96%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用
大古崗９６之１號五樓,108/10/08,601.0,17.5,34.36,79.30%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之２號五樓,108/10/03,550.0,20.3,27.08,76.20%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
大古崗９６之３號三樓,108/10/03,590.0,16.7,35.31,75.02%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之２號四樓,108/10/03,460.0,17.0,27.08,76.20%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
大古崗９６之１號二樓,108/10/03,687.0,20.0,34.36,79.30%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之３號,108/10/03,656.0,19.1,34.37,80.24%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用
大古崗９６之３號二樓,108/10/03,620.0,17.6,35.31,75.02%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之３號四樓,108/10/03,620.0,17.6,35.31,75.02%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之２號三樓,108/10/03,500.0,18.5,27.08,76.20%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
大古崗９６之１號四樓,108/10/03,580.0,16.9,34.36,79.30%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
大古崗９６之２號二樓,108/10/03,500.0,18.5,27.08,76.20%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
大古崗９６之２號,108/10/03,500.0,19.1,26.14,80.31%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
大古崗９６之３號五樓,108/09/26,548.0,15.5,35.31,75.02%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
民生路４５巷３號四樓,108/09/24,660.0,25.3,26.14,85.97%,公寓(5樓含以下無電梯),14.0,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,無,無,住家用
小西門４７號,108/09/21,500.0,17.9,27.89,90.79%,公寓(5樓含以下無電梯),6.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
小古崗３３之８號二樓,108/09/20,480.0,17.2,27.93,76.84%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門５之１號三樓,108/09/17,370.0,13.8,26.87,82.32%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:2車:0,3房2廳3衛,,無,無,住家用
浴井３６號,108/09/16,455.0,20.7,21.94,87.12%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
小古崗３３之７號三樓,108/09/11,506.0,19.5,25.93,83.15%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小古崗３３之６號三樓,108/09/11,506.0,19.4,26.12,83.28%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城２０３號四樓,108/08/30,390.0,18.6,21.0,81.05%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
金門城２０３號五樓,108/08/30,357.0,17.0,21.0,81.05%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
金門城２０６號四樓,108/08/30,560.0,19.8,28.32,75.00%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
金門城２０３號,108/08/30,450.0,21.4,21.0,81.05%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
金門城３３之３號三樓,108/08/07,490.0,17.3,28.38,84.56%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
環島北路一段３８巷１６弄５號,108/07/28,660.0,20.9,31.64,89.46%,公寓(5樓含以下無電梯),24.0,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之８號三樓,108/07/23,670.0,19.7,34.06,85.84%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小古崗１９之９號,108/07/10,580.0,22.2,26.09,91.93%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
賢安里浴井３２號,108/07/08,450.0,20.9,21.58,93.27%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷５弄２２號５樓,108/07/04,910.0,29.0,31.43,78.69%,華廈(10層含以下有電梯),11.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之５號二樓,108/07/03,650.0,20.9,31.09,76.29%,華廈(10層含以下有電梯),1.0,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城２０６號三樓,108/07/03,541.0,19.1,28.32,75.00%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
小古崗３３之７號二樓,108/06/30,460.0,17.7,25.93,83.15%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小古崗３３之７號,108/06/28,510.0,19.7,25.93,83.15%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
浴井３１號三樓,108/06/24,460.0,19.8,23.25,84.91%,公寓(5樓含以下無電梯),2.0,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
民權路１２２巷５弄８之２號二樓,108/06/17,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),6.0,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
民權路１２２巷５弄８之２號三樓,108/06/17,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),6.0,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
民權路１２２巷５弄８之２號四樓,108/06/17,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),6.0,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
古城里金門城３３之３號２樓,108/06/17,450.0,15.9,28.38,84.56%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
山前６５號二樓,108/06/15,500.0,20.0,25.01,75.86%,公寓(5樓含以下無電梯),4.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
民生路２５號六樓之７,108/06/13,700.0,27.5,25.42,,辦公商業大樓,19.0,六層/十二層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用
金門城８８之１０號二樓,108/06/06,490.0,18.6,26.41,77.50%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用
金門城８８之９號三樓,108/05/25,449.0,19.1,23.56,80.58%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用
珠浦西路６巷６弄３號二樓,108/05/24,680.0,28.5,23.82,82.24%,公寓(5樓含以下無電梯),10.0,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
東沙１３之１號三樓,108/05/15,400.0,14.1,28.31,86.74%,公寓(5樓含以下無電梯),2.0,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
浴井３１號,108/05/08,470.0,20.2,23.25,84.91%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
珠浦南路７４巷２９之１號二樓,108/04/19,478.0,24.2,19.77,75.23%,華廈(10層含以下有電梯),8.0,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
浯江北堤路１６號７樓之３,108/04/15,660.0,22.2,29.68,62.38%,華廈(10層含以下有電梯),20.0,七層/七層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
小西門４０號,108/04/12,412.0,22.4,18.41,83.53%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
珠浦南路５０巷３弄７號四樓,108/03/27,360.0,22.2,16.2,63.14%,華廈(10層含以下有電梯),4.0,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
西海路三段１０６巷１３弄５號３樓,108/03/27,660.0,20.5,32.25,74.27%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路４４巷１２弄９號二樓之２,108/03/26,350.0,39.8,8.79,65.91%,華廈(10層含以下有電梯),1.0,二層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
浴井７９號二樓,108/03/19,730.0,19.4,37.67,87.95%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１１６之３號,108/03/15,500.0,15.9,31.51,87.95%,公寓(5樓含以下無電梯),4.0,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用
珠浦西路５０巷１１弄１０號二樓之２,108/03/15,262.0,21.1,12.41,65.77%,公寓(5樓含以下無電梯),10.0,二層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
金門城８８之８號二樓,108/03/15,630.0,18.9,33.33,80.34%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用
小西門５０之６號二樓,108/03/14,436.0,16.5,26.44,76.73%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄２號３樓,108/03/14,690.0,20.4,33.78,75.90%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄３號３樓,108/03/14,685.0,20.8,32.94,76.40%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄１號３樓,108/03/14,690.0,20.3,34.01,76.07%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄１號４樓,108/03/14,700.0,20.6,34.01,76.07%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄２號４樓,108/03/14,692.5,20.5,33.78,75.90%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄５號４樓,108/03/14,672.5,20.9,32.25,74.27%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路５０巷３弄６號四樓,108/03/12,362.0,21.4,16.94,63.52%,華廈(10層含以下有電梯),4.0,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
金門城１６９之９號二樓,108/03/08,575.0,17.2,33.34,87.41%,公寓(5樓含以下無電梯),3.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄３號４樓,108/03/07,680.0,20.6,32.94,76.40%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門５０之３號二樓,108/02/25,439.4,16.6,26.44,76.73%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
小西門５０之５號二樓,108/02/25,510.0,16.6,30.69,80.00%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１３弄５號五樓,108/02/22,690.0,21.4,32.25,74.27%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
西海路三段１０６巷１３弄３號五樓,108/02/22,690.0,20.9,32.94,76.40%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
光前路７６巷１號四樓,108/02/21,750.0,23.5,31.91,60.69%,華廈(10層含以下有電梯),7.0,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
小古崗３３之６號,108/02/20,518.0,19.8,26.12,83.28%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門５０之２號二樓,108/02/18,510.0,16.6,30.69,80.00%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
民權路２２６巷２弄１２號十樓之２,108/01/25,1842.0,38.0,48.48,67.21%,住宅大樓(11層含以上有電梯),2.0,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用
小古崗３３之６號二樓,108/01/22,470.0,18.0,26.12,83.28%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路１２２巷５弄８之２號二樓,108/01/05,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),5.0,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
民權路１２２巷５弄８之２號三樓,108/01/05,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),5.0,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
民權路１２２巷５弄８之２號四樓,108/01/05,282.0,24.8,11.35,55.97%,華廈(10層含以下有電梯),5.0,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
東沙１３之１號,107/12/31,500.0,17.7,28.31,86.74%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
金門城７３之３號３樓之１,107/12/22,400.0,20.4,19.65,83.65%,公寓(5樓含以下無電梯),2.0,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
賢聚４２之５號三樓,107/12/13,660.0,21.2,31.09,76.29%,華廈(10層含以下有電梯),1.0,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段７２巷３弄１６號,107/11/19,325.0,14.1,23.02,96.93%,公寓(5樓含以下無電梯),23.0,一層/二層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
西海路三段３９巷２弄１６號３樓,107/11/04,430.0,14.5,29.69,91.09%,公寓(5樓含以下無電梯),24.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４０之５號二樓,107/10/26,526.0,22.6,23.27,85.71%,公寓(5樓含以下無電梯),1.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城８８之１０號五樓,107/10/24,532.0,20.1,26.41,77.50%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用
浴井８６號,107/10/23,660.0,23.9,27.59,88.45%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳3衛,,無,無,住家用
金門城１０６之９號二樓,107/10/01,488.0,19.4,25.2,73.11%,公寓(5樓含以下無電梯),1.0,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門３９號三樓,107/09/26,380.0,19.6,19.36,76.02%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
小西門３９號,107/09/26,412.0,22.7,18.16,81.06%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
小西門４０號三樓,107/09/26,375.0,18.6,20.14,76.33%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
小西門４０號二樓,107/09/26,370.0,18.4,20.14,76.33%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
小西門３９號二樓,107/09/26,365.0,18.9,19.36,76.02%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
浴井３５號,107/09/22,470.0,20.3,23.11,92.63%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路７４巷２７號５樓,107/09/21,750.0,29.1,25.74,76.82%,華廈(10層含以下有電梯),7.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
金門城８８之１０號三樓,107/09/20,515.0,19.5,26.41,77.50%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用
浴井３３號,107/09/16,516.0,22.8,22.64,88.79%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段３９巷２弄１７號１樓,107/09/15,510.0,17.2,29.69,91.09%,公寓(5樓含以下無電梯),24.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門１之１１號二樓,107/09/13,425.0,15.9,26.74,79.05%,公寓(5樓含以下無電梯),8.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段２２巷２３弄４號２樓,107/09/13,380.0,13.6,28.01,93.01%,公寓(5樓含以下無電梯),23.0,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之９號三樓,107/09/10,460.0,18.3,25.2,73.11%,公寓(5樓含以下無電梯),1.0,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
民權路２２６巷２弄１２號九樓之３,107/09/10,1750.0,32.0,70.32,67.20%,住宅大樓(11層含以上有電梯),2.0,九層/十一層,房地(土地+建物)+車位,土:2 建:1車:2,4房2廳2衛,200.0,無,無,住家用
珠浦南路４４巷１２弄９號三樓之２,107/09/05,350.0,39.8,8.79,65.91%,華廈(10層含以下有電梯),1.0,三層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民族路３２之１號,107/09/03,1150.0,25.1,45.88,77.09%,公寓(5樓含以下無電梯),23.0,一層/五層,房地(土地+建物),土:2 建:2車:0,2房1廳1衛,,無,無,住家用
金門城１５９之９號,107/08/22,190.0,23.1,8.22,86.83%,公寓(5樓含以下無電梯),2.0,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
浴井７９號,107/08/20,770.0,22.0,34.98,94.72%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用
浴井７８號二樓,107/07/28,780.0,20.7,37.67,87.95%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１２號十樓之５,107/07/20,1850.0,38.0,48.71,66.85%,住宅大樓(11層含以上有電梯),2.0,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用
民權路２２６巷２弄１２號十樓之３,107/07/20,1842.0,38.0,48.48,67.21%,住宅大樓(11層含以上有電梯),2.0,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用
民權路２２６巷２弄１２號八樓之３,107/07/19,1730.0,33.4,59.66,67.24%,住宅大樓(11層含以上有電梯),2.0,八層/十一層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,100.0,無,無,住家用
賢聚４２之６號二樓,107/07/10,610.0,19.6,31.09,76.29%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之１０號四樓,107/07/10,480.0,19.1,25.2,73.11%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
賢聚４０之５號三樓,107/07/10,450.0,19.3,23.27,85.71%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄１５號３樓,107/07/02,800.0,26.9,29.76,80.42%,公寓(5樓含以下無電梯),10.0,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路４４巷１２弄９號三樓之１,107/06/25,600.0,26.4,22.76,64.54%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
民權路２２６巷４弄１５號４樓,107/06/22,800.0,26.9,29.76,80.42%,公寓(5樓含以下無電梯),10.0,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路４４巷１２弄９號四樓之１,107/06/04,900.0,33.2,27.15,65.44%,華廈(10層含以下有電梯),,"四層,見其他登記事項/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
珠浦南路４４巷１２弄９號四樓之２,107/06/04,520.0,46.8,11.1,68.53%,華廈(10層含以下有電梯),,"四層,見其他登記事項/四層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
賢聚４２之７號,107/05/16,750.0,22.0,34.06,85.84%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４０之３號三樓,107/05/16,470.0,20.2,23.27,85.71%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４０之３號二樓,107/05/16,450.0,19.3,23.27,85.71%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４０之５號,107/05/16,470.0,20.2,23.27,85.71%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之７號二樓,107/05/16,670.0,19.7,34.06,85.84%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之７號三樓,107/05/16,700.0,20.5,34.06,85.84%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之８號二樓,107/05/16,646.5,19.0,34.06,85.84%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之６號三樓,107/05/16,626.0,20.1,31.09,76.29%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之５號,107/05/16,626.0,21.1,29.65,79.99%,華廈(10層含以下有電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之５號四樓,107/05/16,670.0,21.5,31.09,76.29%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
賢聚４２之８號,107/05/16,738.0,21.7,34.06,85.84%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路４４巷１２弄９號二樓之１,107/05/11,600.0,26.4,22.76,64.54%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
珠浦西路２２號４樓之１,107/05/04,400.0,25.6,15.62,79.80%,套房(1房(1廳)1衛),19.0,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
