地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
金門城２３之２號３樓之１,,106/04/26,450,19.1,23.54,85.17%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉
金門城２３之２號,,106/04/26,535,17.4,30.8,88.15%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２３之２號２樓之１,,106/04/26,390,16.6,23.54,85.17%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２３之２號２樓之２,,106/04/26,410,16.2,25.38,85.00%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２３之２號３樓之３,,106/04/26,260,17.1,15.25,87.30%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２３之２號３樓之２,,106/04/26,480,18.9,25.38,85.00%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２３之２號２樓之３,,106/04/26,240,15.7,15.25,87.30%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１６９之６號三樓,,106/04/21,410,19,21.55,72.09%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉
庵前４３之５號,,106/04/14,340,23.7,14.36,86.48%,套房(1房(1廳)1衛),1,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前２０-７號,,106/04/10,1050,0,53.36,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉
後豐港４０-５號,,106/04/10,400,23.9,16.76,90.67%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
後豐港４０-６號２樓,,106/04/10,400,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
後豐港４０之５號二樓,,106/04/10,400,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城６８之７號,,106/04/06,520,22.5,23.12,92.01%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
後豐港４０之５號三樓,,106/04/06,400,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:0 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉
後豐港４０之６號三樓,,106/04/06,400,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:0 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉
賢庵里西海路三段２１巷７號,萬聖金鑽,106/04/06,1080,0,48.4,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦西路６巷１弄６號,,106/03/30,980,0,49.98,,透天厝,19,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳3衛,,無,無,住家用,
官裡７６號,,106/03/29,280,0,99.41,,農舍,,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,6房2廳5衛,,無,無,農業用,"建物第一次登記後移轉 親友間交易,農舍建物由權利人自行出資興建親友、員工或其他特殊關係間之交易。;"
金門城１５９之８號,,106/03/17,470,20.9,22.49,84.25%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城７３之３號二樓之２,,106/03/16,409,18.5,22.08,84.30%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉
東門里林湖路３００號,,106/03/14,2200,0,114.44,,農舍,,"一層,二層,三層,屋頂突出物/三層",房地(土地+建物),土:1 建:1車:0,7房2廳9衛,,無,無,農業用,建物第一次登記後移轉
金門城７３之３號二樓之１,,106/03/10,388,19.7,19.65,83.65%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉
金門城８０之５號,,106/03/07,420,18.4,22.84,85.65%,公寓(5樓含以下無電梯),3,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,
大古崗２２之１號,,106/03/06,460,0,52.78,,透天厝,35,全/二層,房地(土地+建物),土:1 建:1車:0,5房3廳2衛,,無,無,住家用,
珠浦北路５巷２４之１號,,106/01/26,990,37.3,26.57,,店面（店舖),,一層/四層,房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,建物第一次登記後移轉
珠浦北路５巷２４之１號二樓,,106/01/26,810,30.2,26.8,60.05%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:2 建:1車:0,,,無,無,辦公用,建物第一次登記後移轉
古城里金門城３３之３號,,106/01/11,485,18.6,26.08,92.04%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
環島西路１段２８號７樓,,106/01/09,500,20,25.05,80.00%,華廈(10層含以下有電梯),19,七層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,
小西門８之５號,,106/01/04,536,17.2,31.2,89.20%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之６號三樓,,105/12/26,580,22.8,25.41,82.93%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之５號三樓,,105/12/26,500,17.5,28.57,76.81%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之５號二樓,,105/12/26,500,17.5,28.57,76.81%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之５號,,105/12/26,500,19.5,25.69,85.40%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之７號三樓,,105/12/26,580,22.6,25.61,83.06%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之６號,,105/12/26,520,22.7,22.94,91.94%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之６號二樓,,105/12/26,460,18.1,25.41,82.93%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城６８之７號二樓,,105/12/26,460,18,25.61,83.06%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
伯玉路一段２１６之１號,,105/12/21,720,0,74.41,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉 84年間已付訂金及議定總價款。
金門城１６９-９號２樓,,105/12/15,575,17.2,33.34,87.41%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
後豐港３６之１１號,,105/12/07,950,0,51.67,,透天厝,4,全/三層,房地(土地+建物),土:3 建:1車:0,4房4廳2衛,,無,無,住家用,
民生路４５巷４弄２號　　,,105/11/30,1110,0,50.09,,透天厝,30,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳3衛,,無,無,住商用,
珠浦西路５０巷３弄７號,,105/11/28,1455,0,63.86,,透天厝,27,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳2衛,,無,無,住家用,
珠浦南路５０巷３弄７號三樓,,105/11/26,410,25.3,16.2,63.14%,華廈(10層含以下有電梯),2,三層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
伯玉路一段２７７號,,105/11/24,170,0,32.67,,透天厝,21,全/二層,房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
前水頭１５５之１號二樓之１,,105/11/23,200,27,7.42,,套房(1房(1廳)1衛),1,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,
庵前４２之７號,,105/11/18,380,23,16.52,81.76%,公寓(5樓含以下無電梯),3,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
民權路２２６巷２弄１５號二樓,,105/11/16,935,23.4,39.92,64.51%,華廈(10層含以下有電梯),4,二層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城１０６之８號,,105/11/11,530,18.9,28.04,87.02%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城８９之７號二樓,,105/11/11,135,7.1,19.14,80.26%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,其他特殊關係間之交易。
金門城１９之５號二樓,,105/11/03,430,21.5,20.03,80.45%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉
中興路４２號,,105/10/31,460,0,11.2,,透天厝,52,全/二層,房地(土地+建物),土:2 建:1車:0,,,無,無,住商用,
民權路１２２巷５弄１號４樓,,105/10/27,843,24.6,34.24,71.87%,公寓(5樓含以下無電梯),19,四層/四層,房地(土地+建物),土:1 建:1車:0,8房1廳6衛,,無,無,住家用,
金門城１９之５號,,105/10/26,420,22.8,18.43,87.41%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉
西海路三段２３號,,105/10/25,1350,0,48.4,,透天厝,,全/--,房地(土地+建物),土:1 建:1車:0,4房1廳5衛,,無,無,其他,
珠沙里小西門２０號,,105/10/24,175,0,14.6,,透天厝,28,全/一層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,建物第一次登記後移轉
小西門４５之５號,,105/10/21,1050,0,58.59,,透天厝,3,全/三層,房地(土地+建物),土:1 建:1車:0,5房1廳5衛,,無,無,住家用,
民權路１２２巷５弄８之１號,,105/09/29,3500,27.4,127.89,62.25%,華廈(10層含以下有電梯),3,"五層,見其他登記事項/五層",房地(土地+建物),土:1 建:10車:0,15房10廳15衛,,無,無,商業用,
金門城１０６之７號二樓,,105/09/12,480,16,30.07,81.16%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門４９之５號,,105/09/06,2200,0,114.64,,農舍,1,"一層,二層,三層,屋頂突出物,地下一層/三層",房地(土地+建物),土:1 建:1車:0,8房2廳8衛,,無,無,農業用,親友、員工或其他特殊關係間之交易。;
珠浦西路６巷３弄６號四樓,祥瑞典藏,105/09/03,970,20.7,46.8,59.30%,華廈(10層含以下有電梯),2,四層/十層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
西海路三段１０６巷７弄６號,延平,105/09/01,650,21.4,30.41,79.52%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
慈湖路一段６７號,,105/08/25,2000,0,113.46,,農舍,,"一層,二層,地下一層,見其他登記事項/二層",房地(土地+建物),土:2 建:1車:0,7房2廳7衛,,無,無,農業用,建物第一次登記後移轉
小西門８之５號二樓,,105/08/22,570,17,33.51,83.04%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前２０之８號,,105/07/30,1100,0,53.36,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉
金門城１０６之８號三樓,,105/07/29,550,18.3,30.07,81.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城１０６之７號三樓,,105/07/29,550,18.3,30.07,81.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金山路２巷３弄１號,,105/07/25,800,0,59.57,,透天厝,7,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,農業用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
珠浦西路９４巷１１之２號一樓,,105/07/12,780,28.6,27.26,83.49%,公寓(5樓含以下無電梯),4,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城８９之５號,,105/07/04,410,22.8,17.95,82.13%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８９之５號二樓,,105/07/04,380,18.8,20.23,72.88%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８９之５號三樓,,105/07/04,390,19.3,20.23,72.88%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８９之６號二樓,,105/07/04,388,20.5,18.91,80.20%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８９之６號三樓,,105/07/04,390,20.6,18.91,80.20%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
珠浦西路９４巷１１之２號二樓,,105/07/02,738,27.1,27.26,83.49%,公寓(5樓含以下無電梯),4,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段１０６巷７弄５號三樓之２,延平,105/06/24,650,21.7,29.97,81.39%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
