地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
金門城１０６之１０號,,107/04/12,300,12.9,23.27,79.16%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;建商與地主合建案。;
金門城１０６之１０號,,107/04/12,300,12.9,23.27,79.16%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;建商與地主合建案。;
前水頭１３９之３號１樓之６,,107/04/09,3350,16.7,200.77,61.13%,華廈(10層含以下有電梯),2,一層/三層,房地(土地+建物),土:1 建:7車:0,2房2廳2衛,,無,無,住家用,
中興路６７巷５之１號三樓,,107/04/02,800,28.1,28.52,86.43%,公寓(5樓含以下無電梯),15,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,
金門城１０６之９號四樓,,107/03/31,480,19.1,25.2,73.11%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城６８之７號三樓,,107/03/29,550,21.5,25.61,83.06%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,
中興路２０５巷３之３號,,107/03/27,1000,0,57.77,,透天厝,12,全/五層,房地(土地+建物),土:1 建:1車:0,5房0廳5衛,,無,無,住家用,
珠浦南路７４巷２１號３樓,,107/03/07,725,23.8,30.43,60.66%,公寓(5樓含以下無電梯),7,三層/四層,房地(土地+建物),土:2 建:2車:0,2房2廳2衛,,無,無,住家用,
珠浦南路７４巷２７號,群力建設城中美墅,107/02/13,460,44.1,10.43,82.05%,華廈(10層含以下有電梯),7,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
北門里民生路２０之２號,,107/02/09,2050,0,88.26,,透天厝,23,全/三層,房地(土地+建物),土:4 建:1車:0,8房2廳5衛,,無,無,住家用,
小西門４６號２樓,,107/02/06,420,15.2,27.57,93.78%,公寓(5樓含以下無電梯),4,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
小西門４７號２樓,,107/02/06,420,15.1,27.85,90.78%,公寓(5樓含以下無電梯),4,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城７３之３號三樓之２,,107/01/31,400,18.1,22.08,84.30%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,
浴井２５號,,107/01/19,400,14,28.49,93.38%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井２５號三樓,,107/01/19,550,17.8,30.83,86.27%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井２７號,,107/01/19,650,22.9,28.32,80.92%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井２７號二樓,,107/01/19,625,19.7,31.8,72.08%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井２７號三樓,,107/01/19,630,19.8,31.8,72.08%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
慈湖路一段１巷３號二樓,,107/01/17,470,23.9,19.7,52.62%,套房(1房(1廳)1衛),3,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
慈湖路一段１巷５號二樓,,107/01/17,500,23.8,21.04,50.90%,套房(1房(1廳)1衛),3,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
浴井３６號三樓,,107/01/17,450,20.5,21.97,87.01%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８９之７號三樓,,107/01/12,385,20.1,19.14,80.26%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,
珠浦南路７４巷３７號四樓,向上麗寶,107/01/11,720,22.2,32.42,77.81%,公寓(5樓含以下無電梯),7,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城５２-２號,,107/01/09,390,20.7,18.86,89.59%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,
光前路９７號　,,107/01/04,2700,0,57.06,,透天厝,35,全/三層,房地(土地+建物),土:1 建:1車:0,4房1廳3衛,,無,無,住家用,
庵前２０之３號,,106/12/29,1050,0,54.13,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,
浴井３１號二樓,,106/12/29,430,18.5,23.28,84.81%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
中興路１７６之１號二樓,,106/12/27,250,18.4,13.56,64.95%,套房(1房(1廳)1衛),2,二層/五層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
浴井３５號二樓,,106/12/25,450,19.5,23.04,85.10%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城７３之３號三樓之１,,106/12/19,380,19.3,19.65,83.65%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉
民權路２２６巷２弄１２號八樓之５,熙鼎御苑,106/12/15,1824,34.8,59.63,66.86%,住宅大樓(11層含以上有電梯),1,八層/十一層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,130,有,無,住家用,
金門城７３之３號三樓之２,,106/12/12,400,18.1,22.08,84.30%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
中興路１７６之１號,,106/12/08,350,29.8,11.74,63.25%,套房(1房(1廳)1衛),2,一層/五層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,商業用,
金門城１９８號,,106/12/07,780,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１９７號,,106/12/05,780,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１９９號,,106/12/05,780,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２００號,,106/12/05,780,0,45.99,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房3廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１９３號,,106/12/05,780,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井３３號三樓,,106/12/05,520,23,22.64,88.79%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
浴井３２號三樓,,106/12/05,525,22.6,23.25,86.57%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
浴井３５號三樓,,106/12/05,515,22.3,23.11,87.75%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
浴井３７號,,106/12/05,517,22.4,23.12,,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
浴井３７號三樓,,106/12/05,520,22.5,23.13,86.21%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城１９５號,,106/12/05,780,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
浴井３７號二樓,,106/12/05,530,22.9,23.14,89.37%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城１９６號,,106/12/02,725,0,44.9,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城５２之２號,,106/11/29,390,20.7,18.86,,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,其他,建物第一次登記後移轉
小西門４５之３號,,106/11/28,1010,0,57.71,,透天厝,4,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳2衛,,無,無,住家用,
民生路２５號五樓之７,金門金信大樓住戶,106/11/27,262,20.9,12.52,79.10%,套房(1房(1廳)1衛),17,五層/十二層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
民權路２２６巷２弄１５號六樓,,106/11/25,1070,26.8,39.88,64.58%,華廈(10層含以下有電梯),5,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
民權路２２６巷２弄１３號六樓,,106/11/24,1058,26.5,39.88,64.58%,華廈(10層含以下有電梯),5,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
中興路２０５巷１７號四樓,,106/11/22,680,25.8,26.4,82.01%,公寓(5樓含以下無電梯),13,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含違建部分-陽台外推及頂樓加蓋含增建或未登記建物。;
小古崗１９之１０號２樓,,106/11/20,430,13.7,31.44,85.16%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門３之７號,,106/11/09,1000,0,53.13,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,7房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦西路６巷４弄３號,,106/11/08,1400,0,63.6,,透天厝,18,全/四層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,住家用,
莒光路５３號,,106/11/06,1400,0,27.66,,透天厝,49,全/二層,房地(土地+建物),土:1 建:1車:0,,,無,無,商業用,建物第一次登記後移轉
金山路１６之３號,,106/11/06,1900,0,55.33,,農舍,6,"一層,二層,三層/三層",房地(土地+建物),土:3 建:1車:0,4房1廳3衛,,無,無,農業用,
民權路２２６巷２弄１３號,,106/11/06,2000,52.6,38.03,67.72%,華廈(10層含以下有電梯),5,一層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,
民權路２２６巷２弄１５號,,106/11/06,2000,52.6,38.03,67.72%,華廈(10層含以下有電梯),5,一層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,
金門城８２之５號三樓,,106/11/03,210,21.4,9.82,86.38%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,
民權路７０巷３弄１８號,,106/11/02,850,0,58.08,,透天厝,32,全/二層,房地(土地+建物),土:1 建:1車:0,5房2廳2衛,,無,無,住家用,建物第一次登記後移轉
民權路２２６巷２弄１２號三樓之２,熙鼎御苑,106/10/30,838,32.2,26.05,70.75%,住宅大樓(11層含以上有電梯),1,三層/十一層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,
小古崗１９之１０號,,106/10/30,445,15.3,29.15,91.85%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小古崗１９之１０號３樓,,106/10/30,450,14.3,31.44,85.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦北路４６之２號五樓,春榮悅,106/10/27,1180,24.1,48.93,52.46%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦北路４６之２號,春榮悅,106/10/25,2750,53.6,51.33,,店面（店舖),,"一層,見其他登記事項/七層",房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦北路４６之２號三樓,春榮悅,106/10/25,1200,24.5,48.93,52.46%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦北路４６之２號七樓,春榮悅,106/10/25,1600,28.1,56.98,51.03%,華廈(10層含以下有電梯),,"七層,見其他登記事項/七層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,辦公用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
林湖路３００-５號,,106/10/23,1080,0,54.55,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦北路４６之２號四樓,春榮悅,106/10/18,1180,24.1,48.93,52.46%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦北路４６之２號六樓,春榮悅,106/10/18,1180,24.1,48.93,52.46%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１５９之８號三樓之１,,106/10/16,455,18.5,24.58,77.11%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,土地及建物分次登記案件。前案土地登記收件字號：;
中興路２０５巷１７號四樓,,106/10/11,800,30.3,26.4,82.01%,公寓(5樓含以下無電梯),13,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;
小西門３之８號,,106/10/06,1100,0,53.87,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,7房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金山路５２巷４弄４號,,106/10/05,200,0,42.29,,透天厝,23,全/三層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
光前路７６巷１號四樓,向上御璽,106/10/03,750,23.5,31.91,60.69%,華廈(10層含以下有電梯),6,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
珠浦西路９６巷１５號３樓,,106/09/27,755,24.7,30.62,83.99%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
庵前２９之８號,,106/09/22,400,20.5,19.47,82.98%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前２９之７號三樓之１,,106/09/21,400,20.4,19.58,88.55%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門４５之３號,,106/09/19,1050,0,57.71,,透天厝,4,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,
庵前２９之７號二樓之１,,106/09/13,400,20.4,19.58,88.55%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷７弄５號二樓之１,延平,106/09/13,630,20.6,30.58,79.45%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路９６巷１５號２樓,,106/09/12,780,24.9,31.33,84.08%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉
民權路２２６巷２弄１２號六樓之５,熙鼎御苑,106/08/30,1249,32.2,38.77,68.44%,住宅大樓(11層含以上有電梯),1,六層/十一層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,
民權路２２６巷２弄１２號六樓之３,熙鼎御苑,106/08/30,1249,32.2,38.77,68.44%,住宅大樓(11層含以上有電梯),1,六層/十一層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,
金門城５２之２號二樓,,106/08/25,750,19,39.53,86.11%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:2車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城５２之２號三樓,,106/08/21,788,20.4,38.7,87.96%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:2車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金水里前水頭１３９之３號１樓之６,,106/08/21,9400,15,627.93,58.52%,華廈(10層含以下有電梯),2,一層/三層,房地(土地+建物),土:2 建:21車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 單獨車位交易。;
庵前２９之７號,,106/08/18,400,20.4,19.58,88.55%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１５９之８號二樓之３,,106/08/17,450,18.3,24.58,77.11%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,土地及建物分次登記案件。前案土地登記收件字號：;
金門城５２之３號三樓,,106/08/16,390,19.6,19.94,85.98%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉
庵前２９之７號二樓之２,,106/08/15,400,19.5,20.54,78.65%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前２９之７號三樓之２,,106/08/15,380,18.5,20.54,78.65%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１５９之８號三樓之２,,106/07/26,185,22.5,8.22,86.83%,套房(1房(1廳)1衛),1,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,土地及建物分次登記案件。前案土地登記收件字號：;
中興路１７３巷４號,,106/07/25,600,23.7,25.31,,店面（店舖),33,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住商用,
賢聚４２之６號四樓,,106/07/20,704,22.6,31.09,76.29%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
庵前２０-７號,,106/07/17,1100,0,53.36,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,有,無,住家用,
金門城２５之５號三樓,,106/07/03,410,19.9,20.61,83.34%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,建物第一次登記後移轉
環島北路一段３８巷１弄５號,,106/06/30,550,28.2,19.49,81.78%,公寓(5樓含以下無電梯),21,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
民權路２２６巷２弄１３號四樓,,106/06/27,890,22.3,39.88,64.58%,華廈(10層含以下有電梯),5,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
小西門８之５號三樓,,106/06/22,570,17,33.51,83.04%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
珠浦西路９４巷１１之２號４樓,,106/06/22,442,24.7,17.91,70.16%,公寓(5樓含以下無電梯),5,四層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,價格含增建部份，增建後格局為3房1廳2衛含增建或未登記建物。;
小古崗１７之６號２樓,,106/06/16,483.9,14.8,32.66,82.85%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城８２之８號，８２之８號三樓計二戶,,106/06/15,1000,17.3,57.8,89.73%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:2車:0,6房4廳4衛,,有,無,其他,
中興路２０５巷８號３樓,群力建設-傑仕堡,106/06/03,110,3.5,31.01,71.08%,華廈(10層含以下有電梯),7,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友間之交易。親友、員工或其他特殊關係間之交易。;
西海路三段１０６巷１７弄１０號,夏墅家園,106/05/16,640,18.3,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷１７弄１０號二樓,夏墅家園,106/05/16,635,16.6,38.28,58.68%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷７弄３號,延平,106/05/03,690,24.1,28.59,82.67%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段１０６巷１７弄３號,夏墅家園,106/04/26,520,14.9,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄３號三樓,夏墅家園,106/04/26,600,15.7,38.28,58.68%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄５號二樓,夏墅家園,106/04/26,500,13.2,38.02,59.13%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄１０號三樓,夏墅家園,106/04/26,530,13.8,38.28,58.68%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄９號,夏墅家園,106/04/26,480,13.8,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄９號二樓,夏墅家園,106/04/26,460,12.1,38.02,59.13%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄９號三樓,夏墅家園,106/04/26,460,12.2,37.66,59.13%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄７號,夏墅家園,106/04/26,620,15,41.42,65.62%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄８號三樓,夏墅家園,106/04/26,680,15.9,42.85,63.66%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄７號三樓,夏墅家園,106/04/26,495,11.6,42.66,63.48%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄７號二樓,夏墅家園,106/04/26,600,14.1,42.66,63.48%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄３號二樓,夏墅家園,106/04/26,600,15.7,38.28,58.68%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄５號三樓,夏墅家園,106/04/26,495,13.1,37.66,59.13%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１７弄６號,夏墅家園,106/04/26,680,18.2,37.36,65.79%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
